State,year,week,ILITOTAL,last_day_of_the_week,average_temperature,City
Illinois,2011,28,244,2011-07-17,76.78571428571429,Chicago
New York,2011,28,3,2011-07-17,79.57142857142857,New York
Pennsylvania,2011,28,55,2011-07-17,80.28571428571429,Philadelphia
Texas,2011,28,384,2011-07-17,91.92857142857143,Dallas
Texas,2011,28,384,2011-07-17,88.07142857142857,Houston
Washington,2011,28,0,2011-07-17,63.14285714285714,Seattle
Arizona,2011,29,77,2011-07-24,96.78571428571428,Phoenix
California,2011,29,327,2011-07-24,70.71428571428571,Los Angeles
California,2011,29,327,2011-07-24,64.71428571428571,San Francisco
Colorado,2011,29,75,2011-07-24,64.35714285714286,Denver
Georgia,2011,29,154,2011-07-24,82.64285714285714,Atlanta
Illinois,2011,29,335,2011-07-24,83.07142857142857,Chicago
New York,2011,29,7,2011-07-24,84.42857142857143,New York
Pennsylvania,2011,29,60,2011-07-24,86.92857142857143,Philadelphia
Texas,2011,29,260,2011-07-24,91.42857142857143,Dallas
Texas,2011,29,260,2011-07-24,86.07142857142857,Houston
Washington,2011,29,0,2011-07-24,64.35714285714286,Seattle
Arizona,2011,30,67,2011-07-31,95.35714285714286,Phoenix
California,2011,30,303,2011-07-31,72.21428571428571,Los Angeles
California,2011,30,303,2011-07-31,63.214285714285715,San Francisco
Colorado,2011,30,70,2011-07-31,64.85714285714286,Denver
Georgia,2011,30,181,2011-07-31,83.64285714285714,Atlanta
Illinois,2011,30,356,2011-07-31,79.07142857142857,Chicago
New York,2011,30,7,2011-07-31,78.71428571428571,New York
Pennsylvania,2011,30,54,2011-07-31,82.64285714285714,Philadelphia
Texas,2011,30,298,2011-07-31,92.64285714285714,Dallas
Texas,2011,30,298,2011-07-31,87.35714285714286,Houston
Washington,2011,30,0,2011-07-31,64.85714285714286,Seattle
Arizona,2011,31,91,2011-08-07,97.21428571428572,Phoenix
California,2011,31,91,2011-08-07,71.85714285714286,Los Angeles
California,2011,31,91,2011-08-07,61.92857142857143,San Francisco
Colorado,2011,31,93,2011-08-07,65.85714285714286,Denver
Georgia,2011,31,186,2011-08-07,83.71428571428571,Atlanta
Illinois,2011,31,351,2011-08-07,79.0,Chicago
New York,2011,31,8,2011-08-07,78.14285714285714,New York
Pennsylvania,2011,31,50,2011-08-07,79.07142857142857,Philadelphia
Texas,2011,31,317,2011-08-07,95.64285714285714,Dallas
Texas,2011,31,317,2011-08-07,90.5,Houston
Washington,2011,31,0,2011-08-07,65.85714285714286,Seattle
Arizona,2011,32,69,2011-08-14,95.85714285714286,Phoenix
California,2011,32,295,2011-08-14,70.21428571428571,Los Angeles
California,2011,32,295,2011-08-14,61.64285714285714,San Francisco
Colorado,2011,32,69,2011-08-14,62.85714285714285,Denver
Georgia,2011,32,241,2011-08-14,83.85714285714286,Atlanta
Illinois,2011,32,316,2011-08-14,70.78571428571429,Chicago
New York,2011,32,6,2011-08-14,77.07142857142857,New York
Pennsylvania,2011,32,62,2011-08-14,77.0,Philadelphia
Texas,2011,32,302,2011-08-14,90.71428571428572,Dallas
Texas,2011,32,302,2011-08-14,90.64285714285714,Houston
Washington,2011,32,0,2011-08-14,62.85714285714285,Seattle
Arizona,2011,33,98,2011-08-21,97.28571428571428,Phoenix
California,2011,33,284,2011-08-21,71.21428571428571,Los Angeles
California,2011,33,284,2011-08-21,61.78571428571429,San Francisco
Colorado,2011,33,77,2011-08-21,67.28571428571429,Denver
Georgia,2011,33,284,2011-08-21,81.57142857142857,Atlanta
Illinois,2011,33,370,2011-08-21,73.0,Chicago
New York,2011,33,7,2011-08-21,74.71428571428571,New York
Pennsylvania,2011,33,56,2011-08-21,76.71428571428571,Philadelphia
Texas,2011,33,372,2011-08-21,93.85714285714286,Dallas
Texas,2011,33,372,2011-08-21,90.57142857142857,Houston
Washington,2011,33,0,2011-08-21,67.28571428571429,Seattle
Arizona,2011,34,128,2011-08-28,101.5,Phoenix
California,2011,34,350,2011-08-28,76.0,Los Angeles
California,2011,34,350,2011-08-28,63.214285714285715,San Francisco
Colorado,2011,34,78,2011-08-28,69.0,Denver
Georgia,2011,34,406,2011-08-28,83.42857142857143,Atlanta
Illinois,2011,34,398,2011-08-28,72.14285714285714,Chicago
New York,2011,34,6,2011-08-28,73.64285714285714,New York
Pennsylvania,2011,34,57,2011-08-28,73.78571428571429,Philadelphia
Texas,2011,34,388,2011-08-28,93.42857142857143,Dallas
Texas,2011,34,388,2011-08-28,90.14285714285714,Houston
Washington,2011,34,1,2011-08-28,69.0,Seattle
Arizona,2011,35,148,2011-09-04,99.0,Phoenix
California,2011,35,376,2011-09-04,69.14285714285714,Los Angeles
California,2011,35,376,2011-09-04,62.14285714285714,San Francisco
Colorado,2011,35,119,2011-09-04,63.64285714285714,Denver
Georgia,2011,35,389,2011-09-04,82.14285714285714,Atlanta
Illinois,2011,35,431,2011-09-04,74.85714285714286,Chicago
New York,2011,35,10,2011-09-04,71.85714285714286,New York
Pennsylvania,2011,35,67,2011-09-04,72.92857142857143,Philadelphia
Texas,2011,35,550,2011-09-04,90.78571428571428,Dallas
Texas,2011,35,550,2011-09-04,87.85714285714286,Houston
Washington,2011,35,0,2011-09-04,63.64285714285714,Seattle
Arizona,2011,36,85,2011-09-11,93.85714285714286,Phoenix
California,2011,36,322,2011-09-11,75.78571428571429,Los Angeles
California,2011,36,322,2011-09-11,63.214285714285715,San Francisco
Colorado,2011,36,99,2011-09-11,69.85714285714286,Denver
Georgia,2011,36,435,2011-09-11,69.14285714285714,Atlanta
Illinois,2011,36,448,2011-09-11,63.85714285714285,Chicago
New York,2011,36,8,2011-09-11,71.42857142857143,New York
Pennsylvania,2011,36,76,2011-09-11,73.21428571428571,Philadelphia
Texas,2011,36,557,2011-09-11,76.5,Dallas
Texas,2011,36,557,2011-09-11,79.78571428571429,Houston
Washington,2011,36,1,2011-09-11,69.85714285714286,Seattle
Arizona,2011,37,118,2011-09-18,87.2857142857143,Phoenix
California,2011,37,420,2011-09-18,69.21428571428571,Los Angeles
California,2011,37,420,2011-09-18,63.214285714285715,San Francisco
Colorado,2011,37,121,2011-09-18,59.78571428571429,Denver
Georgia,2011,37,467,2011-09-18,71.92857142857143,Atlanta
Illinois,2011,37,439,2011-09-18,59.07142857142857,Chicago
New York,2011,37,9,2011-09-18,66.64285714285714,New York
Pennsylvania,2011,37,113,2011-09-18,67.5,Philadelphia
Texas,2011,37,591,2011-09-18,82.35714285714286,Dallas
Texas,2011,37,591,2011-09-18,85.07142857142857,Houston
Washington,2011,37,1,2011-09-18,59.78571428571429,Seattle
Arizona,2011,38,107,2011-09-25,91.28571428571428,Phoenix
California,2011,38,445,2011-09-25,68.64285714285714,Los Angeles
California,2011,38,445,2011-09-25,66.57142857142857,San Francisco
Colorado,2011,38,124,2011-09-25,65.85714285714286,Denver
Georgia,2011,38,453,2011-09-25,73.35714285714286,Atlanta
Illinois,2011,38,541,2011-09-25,59.07142857142857,Chicago
New York,2011,38,22,2011-09-25,69.21428571428571,New York
Pennsylvania,2011,38,139,2011-09-25,69.92857142857143,Philadelphia
Texas,2011,38,568,2011-09-25,76.35714285714286,Dallas
Texas,2011,38,568,2011-09-25,80.85714285714286,Houston
Washington,2011,38,4,2011-09-25,65.85714285714286,Seattle
Arizona,2011,39,120,2011-10-02,88.85714285714286,Phoenix
California,2011,39,474,2011-10-02,70.57142857142857,Los Angeles
California,2011,39,474,2011-10-02,67.42857142857143,San Francisco
Colorado,2011,39,131,2011-10-02,57.42857142857143,Denver
Georgia,2011,39,563,2011-10-02,68.85714285714286,Atlanta
Illinois,2011,39,512,2011-10-02,54.85714285714285,Chicago
New York,2011,39,24,2011-10-02,67.5,New York
Pennsylvania,2011,39,188,2011-10-02,67.85714285714286,Philadelphia
Texas,2011,39,510,2011-10-02,76.71428571428571,Dallas
Texas,2011,39,510,2011-10-02,80.07142857142857,Houston
Washington,2011,39,0,2011-10-02,57.42857142857143,Seattle
Arizona,2011,40,138,2011-10-09,74.42857142857143,Phoenix
California,2011,40,568,2011-10-09,64.5,Los Angeles
California,2011,40,568,2011-10-09,59.92857142857143,San Francisco
Colorado,2011,40,153,2011-10-09,54.57142857142857,Denver
Georgia,2011,40,578,2011-10-09,66.5,Atlanta
Illinois,2011,40,886,2011-10-09,64.14285714285714,Chicago
New York,2011,40,79,2011-10-09,60.714285714285715,New York
Pennsylvania,2011,40,150,2011-10-09,60.35714285714285,Philadelphia
Texas,2011,40,772,2011-10-09,73.78571428571429,Dallas
Texas,2011,40,772,2011-10-09,74.35714285714286,Houston
Washington,2011,40,38,2011-10-09,54.57142857142857,Seattle
Arizona,2011,41,132,2011-10-16,81.14285714285714,Phoenix
California,2011,41,703,2011-10-16,72.64285714285714,Los Angeles
California,2011,41,703,2011-10-16,67.28571428571429,San Francisco
Colorado,2011,41,117,2011-10-16,51.78571428571429,Denver
Georgia,2011,41,559,2011-10-16,65.92857142857143,Atlanta
Illinois,2011,41,794,2011-10-16,60.42857142857143,Chicago
New York,2011,41,81,2011-10-16,65.35714285714286,New York
Pennsylvania,2011,41,161,2011-10-16,64.78571428571429,Philadelphia
Texas,2011,41,692,2011-10-16,71.85714285714286,Dallas
Texas,2011,41,692,2011-10-16,74.5,Houston
Washington,2011,41,39,2011-10-16,51.78571428571429,Seattle
Arizona,2011,42,153,2011-10-23,82.21428571428571,Phoenix
California,2011,42,801,2011-10-23,65.85714285714286,Los Angeles
California,2011,42,801,2011-10-23,63.78571428571429,San Francisco
Colorado,2011,42,123,2011-10-23,53.92857142857143,Denver
Georgia,2011,42,485,2011-10-23,58.78571428571429,Atlanta
Illinois,2011,42,755,2011-10-23,48.35714285714285,Chicago
New York,2011,42,62,2011-10-23,59.5,New York
Pennsylvania,2011,42,168,2011-10-23,58.42857142857143,Philadelphia
Texas,2011,42,792,2011-10-23,65.71428571428571,Dallas
Texas,2011,42,792,2011-10-23,68.35714285714286,Houston
Washington,2011,42,32,2011-10-23,53.92857142857143,Seattle
Arizona,2011,43,179,2011-10-30,74.85714285714286,Phoenix
California,2011,43,797,2011-10-30,64.14285714285714,Los Angeles
California,2011,43,797,2011-10-30,60.42857142857143,San Francisco
Colorado,2011,43,127,2011-10-30,48.214285714285715,Denver
Georgia,2011,43,389,2011-10-30,60.214285714285715,Atlanta
Illinois,2011,43,772,2011-10-30,49.14285714285714,Chicago
New York,2011,43,59,2011-10-30,48.42857142857143,New York
Pennsylvania,2011,43,186,2011-10-30,49.57142857142857,Philadelphia
Texas,2011,43,833,2011-10-30,61.78571428571429,Dallas
Texas,2011,43,833,2011-10-30,67.21428571428571,Houston
Washington,2011,43,39,2011-10-30,48.214285714285715,Seattle
Arizona,2011,44,201,2011-11-06,67.64285714285714,Phoenix
California,2011,44,866,2011-11-06,60.214285714285715,Los Angeles
California,2011,44,866,2011-11-06,56.78571428571429,San Francisco
Colorado,2011,44,116,2011-11-06,43.57142857142857,Denver
Georgia,2011,44,577,2011-11-06,54.35714285714285,Atlanta
Illinois,2011,44,797,2011-11-06,48.35714285714285,Chicago
New York,2011,44,83,2011-11-06,46.42857142857143,New York
Pennsylvania,2011,44,206,2011-11-06,47.92857142857143,Philadelphia
Texas,2011,44,768,2011-11-06,59.714285714285715,Dallas
Texas,2011,44,768,2011-11-06,62.78571428571429,Houston
Washington,2011,44,55,2011-11-06,43.57142857142857,Seattle
Arizona,2011,45,198,2011-11-13,61.92857142857143,Phoenix
California,2011,45,784,2011-11-13,60.57142857142857,Los Angeles
California,2011,45,784,2011-11-13,53.78571428571429,San Francisco
Colorado,2011,45,108,2011-11-13,46.78571428571429,Denver
Georgia,2011,45,623,2011-11-13,55.07142857142857,Atlanta
Illinois,2011,45,742,2011-11-13,47.64285714285714,Chicago
New York,2011,45,62,2011-11-13,52.5,New York
Pennsylvania,2011,45,228,2011-11-13,50.78571428571429,Philadelphia
Texas,2011,45,876,2011-11-13,61.714285714285715,Dallas
Texas,2011,45,876,2011-11-13,65.14285714285714,Houston
Washington,2011,45,41,2011-11-13,46.78571428571429,Seattle
Arizona,2011,46,250,2011-11-20,63.92857142857143,Phoenix
California,2011,46,992,2011-11-20,58.92857142857143,Los Angeles
California,2011,46,992,2011-11-20,53.42857142857143,San Francisco
Colorado,2011,46,152,2011-11-20,38.714285714285715,Denver
Georgia,2011,46,569,2011-11-20,57.92857142857143,Atlanta
Illinois,2011,46,819,2011-11-20,42.57142857142857,Chicago
New York,2011,46,63,2011-11-20,51.78571428571429,New York
Pennsylvania,2011,46,201,2011-11-20,52.64285714285714,Philadelphia
Texas,2011,46,915,2011-11-20,62.28571428571429,Dallas
Texas,2011,46,915,2011-11-20,68.57142857142857,Houston
Washington,2011,46,55,2011-11-20,38.714285714285715,Seattle
Arizona,2011,47,219,2011-11-27,62.92857142857143,Phoenix
California,2011,47,594,2011-11-27,59.0,Los Angeles
California,2011,47,594,2011-11-27,52.85714285714285,San Francisco
Colorado,2011,47,84,2011-11-27,44.78571428571429,Denver
Georgia,2011,47,599,2011-11-27,60.42857142857143,Atlanta
Illinois,2011,47,783,2011-11-27,44.64285714285715,Chicago
New York,2011,47,36,2011-11-27,49.78571428571429,New York
Pennsylvania,2011,47,193,2011-11-27,51.28571428571429,Philadelphia
Texas,2011,47,722,2011-11-27,53.35714285714285,Dallas
Texas,2011,47,722,2011-11-27,61.57142857142857,Houston
Washington,2011,47,39,2011-11-27,44.78571428571429,Seattle
Arizona,2011,48,242,2011-12-04,56.0,Phoenix
California,2011,48,511,2011-12-04,59.5,Los Angeles
California,2011,48,511,2011-12-04,54.85714285714285,San Francisco
Colorado,2011,48,141,2011-12-04,38.5,Denver
Georgia,2011,48,520,2011-12-04,46.714285714285715,Atlanta
Illinois,2011,48,772,2011-12-04,38.642857142857146,Chicago
New York,2011,48,87,2011-12-04,48.28571428571429,New York
Pennsylvania,2011,48,217,2011-12-04,48.78571428571429,Philadelphia
Texas,2011,48,802,2011-12-04,50.14285714285714,Dallas
Texas,2011,48,802,2011-12-04,57.214285714285715,Houston
Washington,2011,48,42,2011-12-04,38.5,Seattle
Arizona,2011,49,223,2011-12-11,51.42857142857143,Phoenix
California,2011,49,883,2011-12-11,53.85714285714285,Los Angeles
California,2011,49,883,2011-12-11,47.92857142857143,San Francisco
Colorado,2011,49,137,2011-12-11,35.42857142857143,Denver
Georgia,2011,49,440,2011-12-11,49.35714285714285,Atlanta
Illinois,2011,49,694,2011-12-11,29.92857142857143,Chicago
New York,2011,49,101,2011-12-11,44.714285714285715,New York
Pennsylvania,2011,49,180,2011-12-11,45.714285714285715,Philadelphia
Texas,2011,49,608,2011-12-11,39.357142857142854,Dallas
Texas,2011,49,608,2011-12-11,46.5,Houston
Washington,2011,49,28,2011-12-11,35.42857142857143,Seattle
Arizona,2011,50,193,2011-12-18,54.28571428571429,Phoenix
California,2011,50,951,2011-12-18,53.28571428571429,Los Angeles
California,2011,50,951,2011-12-18,47.42857142857143,San Francisco
Colorado,2011,50,141,2011-12-18,38.857142857142854,Denver
Georgia,2011,50,553,2011-12-18,52.78571428571429,Atlanta
Illinois,2011,50,772,2011-12-18,37.714285714285715,Chicago
New York,2011,50,82,2011-12-18,40.642857142857146,New York
Pennsylvania,2011,50,192,2011-12-18,40.92857142857143,Philadelphia
Texas,2011,50,781,2011-12-18,52.07142857142857,Dallas
Texas,2011,50,781,2011-12-18,61.214285714285715,Houston
Washington,2011,50,47,2011-12-18,38.857142857142854,Seattle
Arizona,2011,51,192,2011-12-25,52.28571428571429,Phoenix
California,2011,51,843,2011-12-25,54.28571428571429,Los Angeles
California,2011,51,843,2011-12-25,47.714285714285715,San Francisco
Colorado,2011,51,125,2011-12-25,40.785714285714285,Denver
Georgia,2011,51,778,2011-12-25,52.35714285714285,Atlanta
Illinois,2011,51,840,2011-12-25,36.142857142857146,Chicago
New York,2011,51,57,2011-12-25,42.07142857142857,New York
Pennsylvania,2011,51,203,2011-12-25,43.85714285714285,Philadelphia
Texas,2011,51,779,2011-12-25,46.42857142857143,Dallas
Texas,2011,51,779,2011-12-25,52.85714285714285,Houston
Washington,2011,51,47,2011-12-25,40.785714285714285,Seattle
Arizona,2011,52,213,2012-01-01,57.07142857142857,Phoenix
California,2011,52,718,2012-01-01,58.42857142857143,Los Angeles
California,2011,52,718,2012-01-01,50.214285714285715,San Francisco
Colorado,2011,52,123,2012-01-01,44.42857142857143,Denver
Georgia,2011,52,714,2012-01-01,48.57142857142857,Atlanta
Illinois,2011,52,1020,2012-01-01,34.5,Chicago
New York,2011,52,36,2012-01-01,42.357142857142854,New York
Pennsylvania,2011,52,228,2012-01-01,42.42857142857143,Philadelphia
Texas,2011,52,713,2012-01-01,49.78571428571429,Dallas
Texas,2011,52,713,2012-01-01,54.35714285714285,Houston
Washington,2011,52,43,2012-01-01,44.42857142857143,Seattle
Arizona,2012,1,225,2012-01-08,62.14285714285714,Phoenix
California,2012,1,854,2012-01-08,62.85714285714285,Los Angeles
California,2012,1,854,2012-01-08,51.5,San Francisco
Colorado,2012,1,127,2012-01-08,43.714285714285715,Denver
Georgia,2012,1,609,2012-01-08,45.57142857142857,Atlanta
Illinois,2012,1,888,2012-01-08,32.642857142857146,Chicago
New York,2012,1,72,2012-01-08,36.142857142857146,New York
Pennsylvania,2012,1,183,2012-01-08,36.285714285714285,Philadelphia
Texas,2012,1,745,2012-01-08,49.35714285714285,Dallas
Texas,2012,1,745,2012-01-08,59.714285714285715,Houston
Washington,2012,1,53,2012-01-08,43.714285714285715,Seattle
Arizona,2012,2,207,2012-01-15,55.714285714285715,Phoenix
California,2012,2,958,2012-01-15,58.714285714285715,Los Angeles
California,2012,2,958,2012-01-15,50.35714285714285,San Francisco
Colorado,2012,2,157,2012-01-15,36.57142857142857,Denver
Georgia,2012,2,550,2012-01-15,47.78571428571429,Atlanta
Illinois,2012,2,830,2012-01-15,27.642857142857146,Chicago
New York,2012,2,84,2012-01-15,35.642857142857146,New York
Pennsylvania,2012,2,205,2012-01-15,36.785714285714285,Philadelphia
Texas,2012,2,859,2012-01-15,45.5,Dallas
Texas,2012,2,859,2012-01-15,52.14285714285714,Houston
Washington,2012,2,44,2012-01-15,36.57142857142857,Seattle
Arizona,2012,3,212,2012-01-22,57.14285714285714,Phoenix
California,2012,3,855,2012-01-22,54.0,Los Angeles
California,2012,3,855,2012-01-22,46.78571428571429,San Francisco
Colorado,2012,3,160,2012-01-22,34.857142857142854,Denver
Georgia,2012,3,622,2012-01-22,49.85714285714285,Atlanta
Illinois,2012,3,867,2012-01-22,23.285714285714285,Chicago
New York,2012,3,80,2012-01-22,31.57142857142857,New York
Pennsylvania,2012,3,201,2012-01-22,32.714285714285715,Philadelphia
Texas,2012,3,923,2012-01-22,53.78571428571429,Dallas
Texas,2012,3,923,2012-01-22,65.35714285714286,Houston
Washington,2012,3,39,2012-01-22,34.857142857142854,Seattle
Arizona,2012,4,216,2012-01-29,58.214285714285715,Phoenix
California,2012,4,1224,2012-01-29,60.35714285714285,Los Angeles
California,2012,4,1224,2012-01-29,53.14285714285714,San Francisco
Colorado,2012,4,231,2012-01-29,41.0,Denver
Georgia,2012,4,642,2012-01-29,52.42857142857143,Atlanta
Illinois,2012,4,948,2012-01-29,32.5,Chicago
New York,2012,4,69,2012-01-29,42.92857142857143,New York
Pennsylvania,2012,4,217,2012-01-29,43.57142857142857,Philadelphia
Texas,2012,4,899,2012-01-29,50.0,Dallas
Texas,2012,4,899,2012-01-29,57.42857142857143,Houston
Washington,2012,4,49,2012-01-29,41.0,Seattle
Arizona,2012,5,303,2012-02-05,58.85714285714285,Phoenix
California,2012,5,1359,2012-02-05,58.5,Los Angeles
California,2012,5,1359,2012-02-05,52.14285714285714,San Francisco
Colorado,2012,5,213,2012-02-05,45.5,Denver
Georgia,2012,5,768,2012-02-05,55.78571428571429,Atlanta
Illinois,2012,5,1136,2012-02-05,39.07142857142857,Chicago
New York,2012,5,88,2012-02-05,42.357142857142854,New York
Pennsylvania,2012,5,219,2012-02-05,43.28571428571429,Philadelphia
Texas,2012,5,1046,2012-02-05,57.14285714285714,Dallas
Texas,2012,5,1046,2012-02-05,63.92857142857143,Houston
Washington,2012,5,93,2012-02-05,45.5,Seattle
Arizona,2012,6,273,2012-02-12,63.35714285714285,Phoenix
California,2012,6,1265,2012-02-12,60.28571428571429,Los Angeles
California,2012,6,1265,2012-02-12,54.0,San Francisco
Colorado,2012,6,239,2012-02-12,47.78571428571429,Denver
Georgia,2012,6,724,2012-02-12,43.28571428571429,Atlanta
Illinois,2012,6,989,2012-02-12,27.0,Chicago
New York,2012,6,72,2012-02-12,36.785714285714285,New York
Pennsylvania,2012,6,236,2012-02-12,35.5,Philadelphia
Texas,2012,6,1124,2012-02-12,42.5,Dallas
